Q_PROGRESS,Q_FRIENDLY_GM,Q_MISSION,Q_BALANCE,Q_INVESTIGATION,Q_OPTIMIZE,Q_DRAMATIC,Q_STORY,Q_SACRIF_REALISM,Q_DILEMMAS,Q_RP_MECHANICS,Q_OPEN_STRUCT,Q_COCREATE,Q_OUT_OF_FICTION,Q_COHERENT,Q_DESCRIPTIONS,Q_HEROES,Q_CHAR_CHOICES,Q_GM_RULE,Q_DICE_CHEATING,Q_PLAYER_CONTROL,Q_RAILROAD,Q_RIVALRY,Q_CRYING,Q_LEADER,Q_ROUGH,Q_PRIDE,Q_MINIATURES,Q_PROPS,Q_TACTICAL_MAP,Q_PC_KILL,Q_SEP_PLOTS,Q_PC_DISTANCE,Q_META_GAMING,Q_RULES_STRICT,CQ_PLAY_FREQ,CQ_GM_FREQ,CQ_TENURE,CQ_AGE,CQ_SEX,MFQ_HARM,MFQ_FAIRNESS,MFQ_INGROUP,MFQ_AUTHORITY,MFQ_PURITY,MFQ_PROGRESSIVISM
5,,3,2,3,4,3,4,3,5,2,5,4,3,5,5,3,5,3,1,3,1,2,5,3,2,3,1,1,4,5,3,2,2,4,4,2,2,3,2,"4,00","4,17","4,33","3,00","3,67","0,42"
4,,3,4,5,4,4,5,3,2,3,3,4,3,3,5,4,5,3,1,3,1,2,2,2,2,4,1,3,4,1,2,2,2,4,3,1,1,2,1,"4,00","4,17","3,50","2,50","4,17","0,69"
4,2,5,4,5,2,4,4,2,4,2,3,3,4,5,4,3,4,2,1,1,1,,1,3,2,2,1,1,2,4,2,,1,4,3,4,5,4,2,"4,33","4,33","2,67","2,33","2,33","1,89"
3,,5,3,4,2,5,5,4,5,5,2,3,1,5,5,2,4,4,4,,2,,3,4,2,3,2,3,5,5,1,,1,4,2,5,5,3,2,"2,83","3,33","4,67","4,67","4,67","-1,58"
5,2,4,2,3,5,5,3,4,5,3,3,3,3,4,4,4,5,3,3,2,2,4,4,2,2,3,3,4,5,5,2,3,2,4,3,3,3,5,2,"5,00","4,67","1,17","2,00","1,17","3,39"
4,1,3,2,4,3,3,4,5,5,5,3,5,4,4,5,3,5,2,3,3,2,2,3,3,2,2,2,3,3,4,2,3,2,1,4,4,3,3,2,"3,83","3,83","2,33","2,17","3,00","1,33"
5,2,3,4,5,4,4,5,2,5,3,3,2,2,5,4,4,5,2,1,3,1,4,2,4,3,1,2,3,5,5,4,3,2,5,3,4,5,4,2,"3,50","3,83","2,83","3,33","3,67","0,39"
5,5,4,3,5,2,2,5,4,4,4,4,4,4,3,5,4,4,3,1,4,2,1,2,2,2,2,5,4,1,3,2,4,2,2,4,2,2,4,1,"4,50","3,67","2,50","2,00","2,33","1,81"
5,3,2,4,5,4,3,5,4,5,2,3,4,3,4,3,3,5,3,2,3,3,3,1,3,2,3,4,2,5,5,2,1,2,4,5,4,2,3,1,"4,50","4,67","3,00","2,33","1,67","2,25"
1,,4,3,5,2,4,5,1,5,3,5,1,2,5,4,3,5,2,1,3,1,3,4,3,3,3,3,4,5,4,3,1,1,5,5,2,2,3,2,"3,50","3,33","2,67","1,50","1,83","1,42"
2,2,3,4,5,2,4,5,1,3,5,2,5,5,5,4,1,3,2,1,2,1,,4,3,2,5,5,4,2,5,3,,3,3,3,5,2,1,2,"2,83","4,00","1,67","2,33","1,67","1,53"
4,5,5,4,4,3,3,5,3,5,4,3,5,2,4,4,2,4,2,4,4,3,1,1,3,2,1,4,3,5,5,1,,1,4,2,5,2,4,2,"4,83","5,00","2,67","3,67","4,33","1,36"
4,2,5,3,5,3,4,5,5,5,3,2,3,5,3,4,3,5,3,1,2,4,5,5,4,2,5,5,1,5,3,2,1,1,4,3,3,2,1,2,"3,67","4,00","4,00","3,50","2,33","0,56"
5,3,3,1,3,3,5,5,5,5,5,5,5,3,5,5,2,5,4,2,4,3,1,2,4,2,1,3,2,3,5,4,1,1,2,3,4,3,4,2,"4,00","2,83","3,00","2,17","1,50","1,19"
5,3,4,2,2,4,4,5,4,5,2,2,4,4,4,4,5,5,2,2,1,2,3,3,3,2,4,1,2,4,4,1,2,2,3,4,4,3,3,2,"4,00","3,50","2,50","3,00","3,00","0,92"
4,3,3,2,5,4,5,2,4,5,5,1,5,3,4,2,5,5,2,4,2,3,,4,3,3,3,1,3,1,5,1,2,2,4,2,4,3,4,2,"4,50","3,67","2,33","2,67","1,50","1,92"
2,3,3,3,5,3,4,4,2,5,5,5,5,5,5,5,3,5,1,1,5,3,2,5,3,2,1,1,1,4,3,3,1,2,4,3,3,2,2,2,"4,83","5,00","2,33","1,00","1,00","3,47"
3,3,4,4,4,3,4,4,4,5,4,4,4,2,5,4,2,4,2,2,3,4,1,1,3,2,4,4,2,3,1,3,2,1,3,3,4,2,4,2,"3,33","2,83","3,00","2,83","3,83","-0,14"
4,3,2,3,5,1,5,5,2,5,2,2,4,3,3,4,2,4,4,3,2,3,2,5,2,2,1,4,4,5,5,1,5,1,1,4,4,2,3,2,"3,67","4,50","3,67","3,17","1,50","1,31"
5,,5,3,5,3,5,5,4,5,3,3,2,2,4,3,1,4,4,2,2,4,1,5,4,2,1,3,2,5,5,1,1,2,3,3,4,2,3,1,"4,67","4,67","2,83","1,50","1,50","2,72"
2,,2,3,4,3,5,3,5,5,3,5,5,3,5,3,2,4,1,1,4,1,1,2,2,1,3,2,4,3,3,3,1,2,2,5,4,2,2,2,"5,00","4,83","2,67","1,67","2,17","2,75"
3,,3,5,5,4,3,5,3,4,2,3,3,3,5,4,1,4,2,2,3,1,1,2,4,2,1,3,2,3,4,1,4,2,3,2,1,2,4,1,"4,33","4,67","4,00","3,50","2,33","1,22"
4,2,3,4,4,4,5,5,3,5,2,3,5,2,5,4,4,4,3,2,2,4,4,3,4,2,3,3,2,5,5,2,2,2,4,1,3,3,3,2,"4,17","3,83","2,67","2,67","3,33","1,11"
5,2,4,5,2,4,5,5,5,5,2,1,5,5,4,5,4,5,2,1,3,4,2,4,1,2,3,2,1,4,3,3,1,1,4,2,2,3,4,2,"4,83","4,83","2,83","2,33","2,67","2,22"
5,2,5,1,5,5,5,5,3,5,2,3,5,4,5,4,5,5,3,2,3,1,5,4,5,2,5,4,1,3,5,5,,1,1,5,5,3,3,1,"4,67","4,00","2,50","2,67","2,50","1,78"
5,4,3,4,4,3,3,4,4,5,2,3,4,2,4,4,5,4,3,4,2,4,3,5,3,3,1,2,3,4,3,2,4,2,2,3,4,5,5,2,"3,50","3,17","3,33","3,33","2,50","0,28"
4,2,4,2,4,3,4,4,4,4,2,5,4,2,5,4,3,5,3,2,2,2,1,3,2,2,1,1,1,3,4,1,2,2,4,3,2,5,5,2,"4,50","5,00","2,33","1,67","1,50","2,92"
4,3,4,1,5,3,4,4,4,5,2,3,5,2,5,5,4,4,3,3,3,3,3,3,4,2,2,3,4,5,4,3,2,1,4,4,4,3,2,2,"4,67","4,50","3,67","4,00","4,50","0,53"
5,3,4,3,4,4,3,1,1,3,2,3,2,4,4,4,3,3,4,2,3,4,2,3,3,3,2,2,2,5,4,1,4,3,5,5,4,5,4,2,"3,17","3,33","3,17","3,17","3,17","0,08"
3,3,3,2,2,2,4,4,3,4,3,4,4,1,5,3,2,5,2,2,3,2,2,2,3,2,1,2,2,1,4,3,4,1,1,4,4,3,3,2,"3,33","3,83","2,33","2,17","3,33","0,97"
3,,3,2,4,3,5,5,4,5,4,2,5,3,5,5,5,4,3,2,3,3,,5,3,2,1,4,2,4,4,2,,2,2,5,5,5,4,2,"4,83","4,17","2,17","1,33","2,00","2,67"
5,2,5,2,4,4,5,5,2,5,2,2,5,3,5,5,3,5,3,3,2,3,3,2,4,2,3,4,4,4,4,1,2,2,2,4,3,2,2,2,"4,83","4,50","4,50","3,50","4,33","0,56"
3,3,3,4,5,4,5,5,4,5,5,3,4,4,5,4,3,5,4,2,2,4,4,3,3,2,3,2,1,3,4,4,1,4,4,4,3,3,2,2,"4,33","4,33","2,67","4,00","4,50","0,61"
4,3,4,2,4,5,4,4,3,4,4,4,4,3,5,3,3,4,2,1,4,2,3,1,3,2,5,4,2,5,5,3,3,3,3,4,4,3,3,2,"3,83","4,00","2,50","3,00","3,83","0,81"
5,4,4,3,5,5,4,5,4,5,5,1,4,2,5,5,3,5,2,2,3,4,3,1,3,2,3,2,1,4,2,4,2,1,3,3,1,5,4,1,"5,00","4,00","3,50","3,50","4,17","0,78"
4,2,4,1,5,4,5,3,4,5,1,3,5,2,5,5,3,5,4,2,3,3,5,5,4,3,3,3,4,3,5,4,3,1,3,3,4,4,3,2,"2,17","4,17","3,00","2,50","1,67","0,78"
1,4,1,,2,2,4,5,2,5,3,4,1,4,5,3,5,5,3,3,3,2,1,5,3,1,4,1,1,1,4,2,3,3,5,3,2,3,3,1,"3,67","2,83","2,33","4,67","2,83","-0,03"
5,2,4,4,2,4,3,4,4,4,4,2,3,5,3,4,2,4,2,2,2,3,3,2,4,2,2,2,2,5,3,2,5,3,2,2,1,2,1,2,"3,83","4,00","3,33","2,83","2,50","1,03"
5,1,4,4,5,4,5,5,5,5,1,2,4,3,5,3,4,5,3,4,3,2,1,1,4,2,2,2,2,4,3,1,2,2,1,3,3,2,2,2,"3,00","3,17","3,00","4,17","3,17","-0,36"
2,2,4,4,5,5,4,4,3,5,4,3,4,1,4,5,3,4,2,2,3,2,2,3,2,2,2,4,4,2,2,2,2,1,2,1,3,2,1,2,"5,00","4,50","1,83","1,50","2,83","2,69"
5,2,3,2,1,3,5,5,4,5,3,3,5,3,5,4,3,4,2,4,3,4,1,4,2,2,1,1,2,5,4,1,1,2,1,3,3,2,3,2,"4,00","4,67","3,50","2,00","2,33","1,72"
4,3,3,2,5,3,3,4,3,5,1,3,5,2,4,2,3,5,2,1,4,2,3,1,3,3,1,4,4,5,3,3,2,1,2,2,4,5,5,2,"4,00","4,33","2,50","3,00","2,17","1,61"
4,3,5,4,5,3,4,4,4,3,5,3,3,3,2,4,4,4,3,2,3,3,,3,5,2,2,3,1,4,4,2,,2,1,2,4,2,2,2,"3,83","4,00","2,33","2,83","2,67","1,31"
4,2,3,4,4,2,4,4,3,5,4,4,4,3,5,5,3,5,2,2,3,2,2,5,4,2,3,2,1,4,2,3,2,2,2,2,4,3,2,2,"4,00","4,50","2,33","2,33","1,83","2,08"
5,4,2,4,5,4,4,5,5,5,2,4,5,5,4,5,5,4,4,3,2,3,2,5,1,2,1,2,1,5,3,1,1,2,3,3,2,2,4,2,"4,33","3,83","2,67","2,00","1,67","1,97"
2,3,4,4,4,1,4,2,2,5,1,3,5,4,5,4,1,5,2,2,3,3,1,3,2,2,1,5,1,1,4,2,2,2,1,4,3,5,5,1,"5,00","4,67","2,33","2,00","2,17","2,67"
5,3,4,4,4,2,3,5,4,4,4,2,1,3,5,4,5,4,2,3,2,3,1,1,4,2,3,3,1,5,2,1,2,1,2,5,4,5,5,2,"4,67","4,67","2,17","1,33","1,83","2,89"
1,3,1,2,2,1,5,4,2,5,5,5,5,2,5,1,3,4,2,1,5,1,1,5,2,3,4,1,1,1,5,1,5,2,5,5,4,4,3,2,"3,83","4,33","2,67","2,00","3,00","1,53"
5,5,3,2,5,2,4,5,3,5,2,5,4,3,4,4,4,5,3,2,4,1,1,5,3,2,2,1,1,3,4,3,4,1,2,5,4,3,2,,"4,33","5,00","1,00","1,00","1,67","3,44"
5,2,4,2,2,2,4,2,5,5,4,4,4,1,3,3,2,5,4,4,3,4,,4,3,2,2,3,3,5,5,2,,2,2,3,5,2,2,2,"3,33","2,67","3,17","3,50","2,83","-0,17"
4,1,4,4,3,1,4,5,2,5,3,4,5,2,5,5,2,5,2,3,3,3,1,5,4,2,2,4,1,5,5,1,3,1,2,4,1,2,2,2,"4,17","4,00","3,67","2,83","2,00","1,25"
5,4,4,3,3,5,3,3,5,3,4,4,5,4,4,4,4,4,2,2,3,2,3,5,2,2,3,2,1,4,4,4,4,2,2,5,1,3,2,2,"4,17","4,67","3,00","2,83","2,83","1,53"
5,3,3,,4,4,4,4,2,5,4,3,4,4,4,4,3,5,1,3,3,3,4,5,5,3,2,2,2,4,5,3,2,2,2,3,2,2,2,2,"2,83","2,83","3,83","4,33","2,00","-0,56"
4,3,4,5,2,3,4,3,3,5,3,2,3,4,4,3,4,4,2,2,3,3,2,3,3,2,3,3,1,5,4,4,2,1,4,3,2,2,3,2,"4,00","3,17","2,67","2,17","2,50","1,14"
5,4,4,3,5,5,3,5,3,4,3,4,4,5,4,4,3,5,2,2,2,4,1,2,1,2,1,2,1,3,1,1,2,2,2,5,2,1,2,1,"4,17","4,67","3,17","2,83","2,83","1,47"
5,1,5,2,5,5,5,5,5,5,5,1,1,4,4,4,5,4,3,2,3,4,4,4,3,1,2,1,1,5,5,1,5,2,5,2,1,4,3,2,"3,67","3,50","3,00","3,17","3,67","0,31"
3,2,4,4,5,3,4,4,2,4,4,3,4,2,5,4,1,4,2,1,3,3,2,4,2,3,2,4,1,5,5,2,4,2,4,4,4,2,1,2,"3,00","4,33","4,33","3,50","3,00","0,06"
5,3,5,3,3,5,4,5,5,5,1,1,4,3,5,5,3,5,2,3,2,4,4,4,5,2,4,1,2,3,4,2,2,1,4,5,4,3,3,2,"3,17","4,00","3,83","4,17","3,50","-0,25"
4,4,2,2,4,2,5,5,4,5,3,4,5,5,4,5,2,5,2,2,2,2,2,4,2,1,1,2,1,4,4,3,1,2,4,4,3,1,2,2,"4,67","4,33","2,67","2,33","2,33","2,06"
4,,5,4,5,2,3,5,2,4,1,3,4,3,5,4,2,4,2,1,4,1,4,1,2,2,4,5,1,3,2,1,5,2,3,4,3,2,2,1,"4,50","4,33","2,17","2,17","2,00","2,31"
5,2,5,5,4,5,4,5,2,5,4,4,5,4,5,3,4,4,2,2,2,1,1,3,5,2,4,3,3,5,4,2,4,1,5,5,1,2,1,2,"3,83","4,33","1,83","1,67","1,00","2,58"
4,2,3,4,3,2,5,5,5,5,2,2,4,2,4,5,5,5,4,3,3,4,1,5,3,2,3,5,4,5,5,4,1,1,3,5,2,2,3,,"4,67","3,83","2,33","2,00","1,83","2,19"
4,3,5,3,5,2,3,5,4,5,2,3,2,2,5,5,4,4,3,3,2,3,3,4,4,2,1,2,2,5,5,2,2,2,3,4,2,3,1,2,"3,67","2,83","4,17","3,00","2,67","-0,03"
4,2,4,3,4,4,2,4,3,5,4,3,5,2,5,4,4,5,2,2,3,2,5,1,4,3,2,2,2,5,4,3,5,1,3,3,2,2,3,2,"4,17","4,50","2,50","3,50","3,67","1,11"
4,3,4,4,5,1,4,5,4,5,3,3,5,2,5,4,3,5,2,2,4,3,2,4,5,2,3,2,2,4,4,2,2,2,2,4,4,1,2,2,"3,50","3,00","3,17","3,17","1,83","0,53"
4,4,3,4,5,2,5,5,4,4,4,3,5,3,4,4,3,4,2,1,3,1,1,1,3,2,4,1,2,2,4,2,1,2,4,4,3,3,4,2,"4,17","4,67","3,67","2,83","3,00","1,25"
4,2,4,4,4,4,4,5,3,5,3,4,5,5,4,5,4,5,3,1,2,2,2,3,3,2,1,1,1,5,5,5,4,2,2,3,2,3,2,2,"4,00","2,83","3,33","2,00","2,83","0,69"
5,3,4,4,4,1,4,4,2,5,3,4,4,3,5,4,1,5,2,2,3,3,2,1,3,3,1,4,1,3,3,3,3,1,4,1,1,5,4,2,"2,50","2,50","2,50","2,33","2,50","0,06"
4,,4,2,4,3,4,4,3,4,3,3,4,4,4,5,5,5,2,2,3,3,3,4,3,2,2,3,3,5,4,2,2,1,2,4,3,1,4,2,"4,17","3,50","3,33","3,00","2,83","0,78"
4,4,4,4,4,3,3,4,4,5,1,3,3,3,4,4,3,5,2,2,3,3,2,3,4,2,1,2,4,5,4,2,3,1,2,3,3,4,5,2,"2,83","2,50","2,50","2,50","2,33","0,22"
3,2,4,2,4,2,4,4,2,5,4,4,4,4,4,3,4,4,2,3,4,4,4,4,4,3,2,2,1,5,4,2,2,2,3,3,4,5,4,2,"3,67","3,67","2,83","2,67","2,17","1,11"
1,2,1,3,5,2,3,3,5,5,1,5,5,4,2,5,1,5,1,2,3,5,2,2,4,2,1,5,2,4,4,2,1,1,1,1,1,2,1,1,"4,67","3,33","2,83","2,50","4,00","0,89"
5,3,3,4,4,3,4,5,4,4,4,4,4,3,5,3,4,4,1,3,2,4,2,3,3,2,3,5,1,5,2,2,2,2,3,3,3,1,1,2,"2,67","3,00","3,00","2,33","3,17","0,00"
5,3,4,2,4,2,3,4,2,2,1,4,3,3,5,3,3,4,2,2,4,2,1,1,4,1,1,3,1,5,1,1,1,2,3,5,4,5,4,2,"4,67","4,33","3,17","3,00","2,17","1,72"
5,2,4,4,4,4,5,3,4,4,4,5,4,4,4,4,2,4,1,2,4,3,5,4,5,1,1,2,1,5,5,3,3,1,,3,4,3,4,2,"3,17","3,33","4,00","2,83","3,33","-0,14"
2,3,3,3,5,4,5,4,5,5,3,2,3,1,4,4,3,5,2,4,2,4,,4,2,2,1,2,4,1,4,1,,1,4,3,4,2,2,2,"3,50","4,17","3,17","3,33","3,17","0,61"
4,2,4,4,5,5,5,4,3,5,3,2,5,4,3,3,5,4,2,2,2,2,2,3,4,2,2,2,2,2,3,2,3,2,2,4,2,5,4,1,"4,50","4,17","3,33","2,83","2,67","1,39"
4,2,4,3,4,3,4,4,3,5,4,3,3,2,5,5,2,4,3,2,3,3,3,3,4,2,4,3,2,3,4,2,1,3,3,3,3,1,4,2,"2,33","3,17","2,83","2,83","1,83","0,25"
5,2,4,2,5,4,3,3,1,5,3,1,2,2,5,5,4,5,4,2,2,3,3,1,3,2,2,2,2,2,4,1,5,1,3,3,3,5,4,2,"3,17","2,83","2,67","1,33","1,83","1,06"
3,2,1,5,3,1,5,4,5,5,4,5,5,2,2,4,4,5,2,4,3,2,1,3,3,2,1,1,1,3,4,2,1,1,2,3,2,2,2,,"4,00","5,00","2,83","2,00","2,17","2,17"
3,5,3,5,5,2,4,4,5,4,4,1,3,3,5,5,1,5,2,3,3,3,1,3,4,2,3,1,4,1,4,2,,2,1,4,4,2,1,1,"4,00","3,83","2,83","2,50","1,67","1,58"
4,2,4,2,1,3,1,5,1,4,3,4,4,3,5,1,3,5,1,2,3,3,4,1,3,3,3,2,1,5,3,3,3,2,5,3,4,5,4,2,"2,50","3,67","3,67","3,67","2,17","-0,08"
3,2,3,3,4,4,3,5,2,4,3,4,4,3,4,4,4,5,2,2,4,1,3,4,3,2,1,2,2,4,4,2,1,1,3,3,1,1,2,2,"4,67","4,33","3,50","3,33","4,00","0,89"
5,2,5,4,5,5,4,4,4,4,3,1,4,4,4,4,5,5,3,2,2,4,4,3,4,2,4,3,4,5,4,1,3,2,5,2,1,2,3,2,"3,83","3,50","4,17","3,33","4,00","-0,17"
3,2,3,3,4,3,3,3,4,5,1,3,4,3,2,3,3,3,2,2,3,3,3,3,2,2,1,3,3,5,4,2,3,2,1,4,4,2,2,2,"4,17","4,00","3,50","2,67","2,50","1,19"
4,3,3,2,3,2,4,3,2,4,3,4,4,3,4,4,4,4,3,1,3,2,3,3,4,3,2,2,1,4,4,3,2,2,2,5,1,1,2,2,"2,83","3,33","3,67","2,67","3,33","-0,14"
2,2,3,1,5,3,4,2,3,4,1,3,1,2,3,5,2,4,2,1,2,1,1,4,4,2,3,2,2,3,5,3,1,1,1,3,3,5,4,1,"4,67","4,00","3,50","3,00","2,17","1,44"
4,3,4,3,4,1,2,3,4,5,3,4,5,4,4,5,3,4,3,4,3,4,4,1,3,2,1,3,4,2,4,2,3,1,2,3,3,3,3,1,"3,50","3,50","2,83","3,67","3,33","0,22"
5,2,3,5,5,5,3,4,2,5,4,2,5,3,5,4,1,5,4,1,3,1,2,3,2,2,1,2,1,5,4,3,4,1,2,3,3,4,3,2,"3,17","4,17","3,67","3,33","3,67","0,11"
5,3,5,3,5,5,5,5,4,5,3,5,5,5,5,5,5,5,2,3,3,4,4,4,5,2,1,1,1,2,5,5,5,1,3,3,2,2,2,2,"3,83","4,00","4,83","4,33","3,33","-0,25"
4,3,4,3,4,4,4,4,4,5,3,3,5,3,4,4,3,5,2,3,3,3,4,3,4,2,3,3,3,4,2,3,1,2,2,5,1,4,3,2,"3,50","4,00","2,83","3,50","3,00","0,64"
5,4,5,4,3,4,3,5,2,5,1,2,2,1,5,5,5,2,3,3,2,3,2,1,4,2,1,3,3,2,1,1,1,3,4,4,3,5,4,2,"3,50","4,67","3,67","3,83","3,33","0,47"
5,3,4,5,5,3,5,5,5,5,2,3,3,3,5,4,2,5,2,3,3,1,1,3,3,2,3,4,2,4,5,3,1,1,4,2,3,2,2,1,"4,00","4,17","2,67","1,67","1,67","2,08"
4,1,5,3,5,3,5,5,3,4,3,1,2,2,5,5,3,5,2,1,2,4,1,3,3,2,1,5,1,5,1,1,3,1,5,3,1,5,5,2,"3,83","4,17","3,50","3,17","4,83","0,17"
5,5,4,2,5,4,3,5,4,4,5,4,5,4,5,4,2,4,3,3,3,4,1,3,4,2,1,2,2,4,5,2,2,2,4,4,3,5,4,1,"4,83","4,33","3,83","3,50","4,00","0,81"
5,3,5,3,4,1,4,4,4,5,3,3,4,1,4,5,3,5,3,1,3,2,2,3,3,2,3,1,3,3,5,3,4,1,5,3,2,2,3,2,"3,50","4,67","2,83","2,83","2,67","1,31"
4,3,2,,3,2,5,5,3,3,4,5,1,4,4,5,5,4,1,1,3,1,3,5,3,2,2,3,1,2,2,1,2,1,4,3,2,3,4,2,"4,33","4,00","3,33","2,00","2,33","1,61"
4,3,4,3,3,2,4,5,3,3,2,3,3,3,5,1,4,4,2,2,3,3,1,3,3,2,3,2,3,2,3,2,1,2,4,3,3,5,5,2,"3,83","4,33","3,67","2,50","2,67","1,14"
5,5,5,4,5,2,3,5,4,3,1,4,4,3,5,3,4,5,2,2,3,2,1,2,1,2,1,1,1,5,2,2,1,2,5,5,4,2,4,1,"4,67","4,67","2,50","1,33","2,17","2,67"
4,,3,4,4,1,4,4,4,4,4,3,5,4,4,3,2,4,2,1,3,1,1,4,3,1,1,1,1,1,4,2,2,2,2,4,4,2,3,2,"5,00","5,00","1,67","1,00","1,83","3,50"
5,3,3,4,5,3,3,4,3,5,3,2,2,1,5,5,3,4,3,2,3,4,1,3,3,2,3,4,2,4,4,1,1,1,3,3,1,1,2,1,"4,33","4,50","3,17","3,17","2,83","1,36"
4,4,4,2,5,4,4,4,5,5,3,4,5,3,5,4,2,4,2,1,2,3,3,1,3,2,2,4,4,2,4,1,1,2,3,2,1,5,3,1,"4,50","4,50","3,50","3,33","4,17","0,83"
3,4,5,2,3,3,5,3,4,4,3,4,5,3,5,4,2,4,3,2,4,1,3,3,3,2,3,1,1,1,4,2,2,2,1,4,4,2,2,2,"4,17","4,00","3,50","2,67","3,00","1,03"
5,4,3,3,5,5,4,5,4,5,4,4,5,3,5,5,4,5,2,3,4,2,2,2,4,1,4,1,3,4,1,1,4,3,3,3,3,3,2,2,"4,67","4,83","1,67","1,33","1,83","3,14"
4,2,3,2,3,2,5,3,5,4,4,3,4,3,5,4,3,4,2,2,4,3,,4,4,2,4,2,2,2,2,3,3,2,2,2,4,1,1,1,"3,50","3,50","4,17","2,00","2,50","0,61"
1,3,3,1,4,1,4,5,3,5,4,5,5,1,5,5,1,4,2,1,4,1,1,1,2,2,3,3,1,1,2,4,2,1,3,3,4,5,5,2,"4,50","5,00","2,50","2,00","3,00","2,25"
1,3,4,3,4,1,4,5,3,4,5,5,5,3,5,4,1,5,4,2,3,1,1,3,2,2,2,1,4,1,3,3,4,1,3,1,1,3,3,1,"3,50","2,17","2,67","1,83","3,00","0,33"
5,1,5,5,5,5,4,5,5,5,2,1,5,4,5,5,4,5,4,3,3,4,4,5,3,2,3,4,5,4,5,1,4,5,4,1,3,2,3,2,"4,17","1,67","1,50","1,67","2,33","1,08"
4,1,4,4,5,1,5,5,2,5,2,4,5,1,4,5,2,5,3,1,2,2,2,1,2,2,1,5,4,5,2,2,2,1,4,1,2,1,2,1,"4,83","5,00","3,67","2,17","1,83","2,36"
4,3,4,5,2,3,4,4,3,4,3,3,5,5,5,4,4,5,2,2,3,3,1,3,5,2,3,4,2,5,3,2,2,2,2,1,1,1,2,1,"4,00","4,17","2,33","3,17","2,33","1,47"
4,2,4,2,3,4,3,3,4,3,2,1,4,4,5,4,3,5,2,2,4,1,1,1,4,2,2,1,1,1,4,2,4,1,2,3,1,4,4,,"4,00","4,50","1,83","1,17","2,33","2,47"
5,2,4,4,4,4,3,3,2,4,5,2,4,3,5,2,5,5,4,2,3,4,,3,2,2,3,2,2,5,3,1,4,2,5,1,4,4,3,2,"3,17","3,50","3,83","3,83","3,50","-0,39"
5,1,4,5,5,4,4,5,5,4,4,2,3,4,5,5,5,4,2,2,2,3,4,2,4,3,2,3,1,5,1,1,4,2,4,3,3,5,4,2,"4,33","4,33","4,17","3,50","5,00","0,11"
2,,2,2,1,2,4,5,4,5,5,5,5,4,5,3,2,3,2,2,5,1,2,4,3,2,4,2,1,1,5,3,2,3,1,4,4,2,2,2,"3,50","3,67","2,83","3,83","4,50","-0,14"
5,4,5,3,5,5,4,5,4,5,4,5,5,4,5,5,4,5,2,4,3,1,4,3,5,3,3,5,4,4,2,1,,1,4,3,3,5,4,2,"2,00","1,67","1,33","2,00","1,67","0,17"
3,1,4,3,5,3,3,5,4,4,4,3,2,3,5,5,4,5,2,2,3,2,4,3,3,2,1,3,1,4,5,2,1,1,2,2,2,4,4,2,"4,50","4,67","3,67","2,50","4,17","1,14"
5,4,3,5,5,5,4,5,5,5,3,3,5,3,4,4,4,4,2,3,3,2,5,5,3,2,3,1,1,3,3,4,5,3,3,3,2,2,1,,"4,17","3,33","3,00","3,33","1,83","1,03"
5,3,4,4,2,4,5,3,4,4,4,4,4,4,4,4,4,4,3,3,2,4,1,3,3,1,1,3,1,4,3,2,4,2,2,2,3,5,4,2,"4,17","4,50","2,17","2,50","2,17","2,06"
3,4,4,4,5,1,3,5,2,4,3,4,5,3,5,5,4,4,3,4,3,4,2,3,3,2,2,4,4,4,2,4,2,2,2,1,4,5,4,2,"3,33","4,33","3,50","3,33","3,67","0,33"
5,3,4,4,4,3,3,4,4,5,3,3,4,3,4,4,3,4,2,1,3,3,,3,3,2,1,3,1,4,4,3,,1,2,5,4,3,2,2,"3,67","4,67","3,83","3,50","3,33","0,61"
4,1,4,2,4,2,4,5,4,5,3,2,4,4,5,2,2,5,2,2,2,4,2,3,5,2,3,1,1,2,4,1,2,1,2,1,3,2,2,2,"3,50","3,83","2,83","2,00","4,00","0,72"
4,2,3,2,3,4,3,5,4,5,2,5,4,4,4,4,2,4,2,3,3,3,1,3,2,2,1,2,3,5,4,2,1,2,3,5,4,4,3,2,"4,83","4,17","2,50","3,17","2,83","1,67"
4,3,4,4,4,1,4,5,4,5,4,2,5,3,5,5,4,5,3,2,4,1,3,2,2,2,1,2,3,5,4,1,5,2,1,2,4,5,4,2,"4,50","5,00","2,83","1,00","1,17","3,08"
4,2,2,3,5,1,4,5,4,5,2,2,2,3,5,5,3,4,2,2,2,2,1,3,1,2,1,4,4,3,4,1,3,1,2,4,3,2,1,2,"4,67","4,67","2,17","1,83","2,17","2,61"
4,3,3,2,5,2,4,5,2,4,4,4,4,3,5,4,1,5,3,1,2,2,,4,3,2,2,1,1,2,4,2,,1,3,2,4,3,1,2,"4,33","4,33","2,83","2,17","2,17","1,94"
4,3,4,1,3,4,2,3,2,2,4,4,5,2,4,4,3,3,2,1,5,1,,3,3,2,1,1,1,2,5,2,4,2,4,4,4,4,4,2,"3,50","2,83","2,67","2,50","3,00","0,44"
4,2,4,3,4,3,3,4,3,4,3,3,4,2,4,4,2,4,2,2,2,3,2,3,4,3,3,3,3,3,3,2,4,2,2,1,2,2,2,2,"2,83","3,00","2,00","1,67","4,33","0,25"
